,Gender,MaritalStatus,Travelling,Role,OverTime,Qualifications,Satisfaction,Engagement,Level,Work Experience,TrainingTimesLastYear,YearsInCurrentRole,YearsSinceLastPromotion,Age,Daily,Monthly,MonthlyRate,SalaryHike,DistanceFromHome,Turnover
321,0,2,2,6,0,1,1,4,1,1,6,1,0,-0.8472563032479026,-1.206153610405416,-0.8624040590205696,-1.5874561717333853,-0.5561449614580697,0.08851339304618913,0
322,0,1,2,4,0,3,2,2,2,1,3,1,1,-0.2169593570057889,-0.18782118309267246,-0.2617560066532514,-1.2008426287613585,1.8021235770323982,1.3148535229038507,0
323,1,2,2,6,0,2,3,2,1,1,2,1,1,-0.8472563032479026,0.23218228347180012,-0.7707599927215716,-0.1824255685947859,-0.8181747990681216,-1.0151927238257064,1
324,0,2,2,0,1,2,3,3,3,1,2,1,1,0.833535553397734,0.750734049453635,0.3980423560217003,0.30962803155143,-0.8181747990681216,-0.8925587108399401,1
325,1,2,2,7,0,4,4,3,3,2,4,2,2,-0.32200884804614116,1.7104067747322342,0.33441685776316027,1.7234453061212118,0.49197438898213824,-0.8925587108399401,0
326,1,2,1,7,1,2,3,3,3,6,2,2,0,1.9890799548416092,1.4757679665956573,2.098808350755334,0.9531471106542192,-0.2941151238480177,-0.6472906848684078,0
327,1,1,2,7,0,3,4,3,4,0,2,0,0,2.304228427962666,1.4452649215379023,2.547494586181002,-1.479784578957626,1.0160340642022423,-0.769924697854174,0
328,1,0,2,6,0,4,4,4,2,9,3,7,1,0.3082880981959725,1.428840204968342,-0.28257535929442507,-1.5368282077727629,0.7540042265921902,-0.769924697854174,0
329,1,1,2,2,1,4,2,3,2,1,3,1,1,1.1486840265187908,-0.5562041118670981,-0.39698451212629515,1.3644470162186155,-0.2941151238480177,-0.6472906848684078,0
330,1,1,2,7,0,3,1,3,2,3,3,0,0,1.1486840265187908,0.13832676021716936,-0.46216659749819394,-1.261651973904145,-0.2941151238480177,-0.6472906848684078,0
331,1,1,1,2,0,2,4,3,2,8,2,2,2,0.833535553397734,-0.02826679355980019,-0.8454761741627929,-1.1718326659409468,-0.8181747990681216,-0.27938864591110935,0
332,0,0,2,7,0,3,3,2,3,1,3,1,1,-0.2169593570057889,1.3443702340391743,0.7381566402905931,-1.1708563691152598,-0.2941151238480177,-0.27938864591110935,0
333,1,2,2,0,0,2,4,3,3,6,1,3,1,0.41333758923632485,0.5231344055611554,-0.28432651979695367,1.5551038391777645,-0.8181747990681216,0.08851339304618913,0
334,1,1,0,2,0,2,3,4,1,1,4,0,0,0.9385850444380863,-1.2718524766836574,-0.9188303418798253,0.24840027348334928,-1.0802046366781737,1.8053895748469153,0
335,1,2,2,4,0,2,4,4,2,0,2,0,0,-1.0573552853286072,0.65922491428037,-0.5082804907314478,-0.6850789628484599,-0.2941151238480177,0.21114740603195528,1
336,0,1,1,0,0,3,3,2,2,1,6,1,0,-0.006860374925084314,1.3209063532255167,-0.5880555802910851,-0.18298345249517844,1.5400937394223462,-0.8925587108399401,0
337,0,2,0,0,0,4,3,1,3,1,3,1,1,0.3082880981959725,-0.4083816627410547,0.7280388240537611,1.084249827246465,-1.0802046366781737,1.0695854969323184,0
338,0,0,0,6,1,4,1,3,1,8,0,3,1,-0.4270583390864935,0.0468176250439044,-0.752275520750436,0.5836884976192628,-0.5561449614580697,-0.034120619939577025,0
339,1,2,0,2,0,1,3,3,1,1,2,1,1,-1.0573552853286072,0.5348663459679842,-0.7456600255186613,-0.9649972098704144,2.0641534146424503,-0.034120619939577025,0
340,1,2,2,4,1,3,2,2,1,2,1,0,0,-0.4270583390864935,-0.19720673541813552,-0.43784492385196305,0.03138343623065315,-0.8181747990681216,-0.769924697854174,0
341,0,2,2,5,0,1,4,2,3,0,4,0,0,-0.006860374925084314,1.3044816366559562,2.5044938671744656,0.14867852628818365,1.0160340642022423,-0.5246566718826416,0
342,1,2,2,6,1,2,4,3,2,1,3,0,0,2.199178936922314,-0.39430333425286007,-0.34892488500134294,-1.344079320187142,2.588213089862554,2.418559639775746,0
343,1,1,2,4,0,3,3,3,3,9,2,7,1,-0.32200884804614116,1.3185599651441509,0.6649970459627306,1.3903886175868685,-0.5561449614580697,-1.0151927238257064,0
344,0,1,2,2,0,4,2,3,1,1,1,1,0,-1.1624047763689596,-0.2511736612895482,-0.7645336442681364,0.0824298131165701,2.588213089862554,-0.27938864591110935,0
345,0,0,2,3,0,1,3,3,4,1,3,1,1,1.3587830085994954,0.16413702911219283,2.547494586181002,-0.39037679246610335,1.8021235770323982,0.08851339304618913,0
346,1,0,0,4,1,5,2,3,2,6,2,3,0,0.3082880981959725,-0.9809003545943021,-0.33666676148364255,-1.2270631720798078,-0.8181747990681216,-0.8925587108399401,0
347,1,2,2,2,0,3,2,3,1,1,3,1,0,-0.2169593570057889,-0.43888470779880967,-0.859290884793852,-1.2036320482633214,-1.0802046366781737,0.21114740603195528,0
348,1,0,2,7,1,4,3,3,2,0,3,0,0,1.1486840265187908,1.3490630102019059,-0.4833750969177073,-1.2470075215188408,-0.8181747990681216,-0.27938864591110935,0
349,1,2,0,0,0,4,3,3,2,3,4,3,3,0.3082880981959725,-1.529955165633892,-0.6639392020673255,-1.1350123285150395,1.0160340642022423,0.08851339304618913,0
350,1,1,2,3,0,2,1,2,4,1,5,1,1,1.253733517559143,0.9501770363697253,1.3102024044499438,1.5835559180977838,-0.8181747990681216,1.4374875358896169,0
351,1,2,2,4,0,4,1,3,2,1,2,1,1,-0.32200884804614116,-0.26994476594047434,-0.024960192033547414,1.4475717173771032,-0.2941151238480177,2.0506576008184476,1
352,1,1,2,2,0,3,1,3,1,1,3,1,0,1.1486840265187908,1.4499576977006339,-0.7532483876962853,-1.4698821397256585,-0.5561449614580697,0.824317470960786,0
353,1,1,2,7,0,3,3,4,2,4,2,0,0,-0.32200884804614116,-0.6383276947149,-0.12244146000764083,1.4435270590992575,-1.0802046366781737,-0.8925587108399401,0
354,1,2,2,2,0,3,4,1,1,1,2,1,1,-1.2674542674093117,1.4241474288056104,-0.8600691783505314,-0.0403046449697876,-0.8181747990681216,-0.8925587108399401,0
355,1,1,1,7,1,3,1,3,5,0,1,0,0,1.7789809727609045,0.6216827049785176,2.5362093296091506,0.5935909368512303,-0.2941151238480177,-1.0151927238257064,0
356,0,0,0,7,1,3,3,3,2,1,3,0,0,-1.0573552853286072,-1.0395600566284464,-0.5300727103184706,0.1377997902305292,0.49197438898213824,0.9469514839465522,1
357,1,1,2,6,0,3,1,3,1,1,3,1,1,-1.4775532494900163,1.7057139985695027,-0.8995675763520103,1.6889959752719728,0.22994455137208628,-0.27938864591110935,0
358,1,1,2,2,0,5,4,1,1,0,5,0,0,-1.2674542674093117,0.43631804655062195,-0.9227218096632221,-0.7493750823686997,1.2780639018122941,-1.0151927238257064,0
359,1,1,0,6,0,3,4,2,1,1,3,1,1,-0.7422068122075504,-1.2413494316259024,-1.013198435627201,0.7389196929034857,1.0160340642022423,-0.8925587108399401,0
360,0,0,2,6,0,3,3,3,1,1,2,0,0,-1.5826027405303686,-0.8189995769800642,-0.45632939582309856,-1.0622084795138136,2.588213089862554,-1.0151927238257064,0
361,0,2,1,2,0,2,4,2,1,1,4,0,0,-1.687652231570721,0.5700621671884708,-0.6201601895041099,0.29707564379259793,1.5400937394223462,1.560121548875383,0
362,0,0,2,4,1,4,3,2,3,7,3,5,5,0.5183870802766771,1.5273885043857043,0.7033280036291905,-0.5185506185812883,-0.8181747990681216,2.418559639775746,1
363,0,0,2,6,0,3,4,3,1,4,2,2,2,-0.9523057942882549,0.7460412732909034,-0.8423629999360753,1.3718389778988167,-0.8181747990681216,-1.0151927238257064,0
364,0,1,0,2,0,3,3,3,2,1,2,1,1,-0.32200884804614116,-0.04469151012936057,-0.6946817975561613,1.4078224894741351,-0.5561449614580697,0.21114740603195528,0
365,1,1,2,2,0,3,1,3,2,3,3,3,0,0.3082880981959725,-0.6265957543080711,-0.17166852746761216,1.0747658009397918,-0.8181747990681216,0.9469514839465522,0
366,0,1,0,6,0,3,1,2,1,0,0,0,0,-0.006860374925084314,-1.529955165633892,-0.8729110220357413,-1.4881528374635142,-1.0802046366781737,0.21114740603195528,0
367,1,2,2,7,0,4,1,3,5,7,2,4,0,0.9385850444380863,-0.33564363221871585,0.06532186054126167,-1.4212067694164099,-0.8181747990681216,0.824317470960786,0
368,0,0,2,2,0,3,4,2,1,1,3,0,0,1.9890799548416092,0.30961309015687044,-0.8645443663014378,-0.6297089857345008,-1.0802046366781737,-0.6472906848684078,0
369,0,0,2,3,0,4,2,3,3,4,5,4,0,-0.7422068122075504,-0.4951980217515881,1.2555272820932166,-0.7013970669349416,1.5400937394223462,-1.0151927238257064,0
370,0,0,2,7,0,4,3,3,2,8,4,2,1,0.6234365713170295,1.7174459389763315,0.13925974842580358,-0.5513262977293497,-0.8181747990681216,1.1922195099180846,0
371,0,2,2,7,0,3,1,3,2,1,6,1,1,-0.9523057942882549,-1.215539162730879,-0.08119190150363324,-1.420369943565821,-0.2941151238480177,1.8053895748469153,0
372,0,2,2,2,0,2,1,3,1,2,2,2,2,-1.2674542674093117,0.1054773270780486,-0.6789213530334037,1.1848084002922192,-0.8181747990681216,-0.8925587108399401,1
373,1,1,2,2,1,2,3,2,2,3,4,2,1,-0.7422068122075504,-1.529955165633892,-0.6662740827373637,-0.1670837613339912,2.0641534146424503,1.560121548875383,1
374,0,1,2,7,1,2,2,3,3,7,3,2,2,1.8840304638012568,-1.2296174912190736,2.0655363012072905,-0.7122758029925961,-0.8181747990681216,-1.0151927238257064,0
375,0,1,2,6,0,4,4,3,1,3,5,3,3,1.3587830085994954,-0.8072676365732353,-0.6820345272601213,1.636973301560369,-0.8181747990681216,0.33378141901772146,0
376,1,1,2,3,0,1,1,4,4,4,2,4,4,0.833535553397734,1.7104067747322342,2.522589192367261,-1.724695611229949,1.2780639018122941,1.0695854969323184,0
377,1,1,2,7,0,3,4,3,2,4,2,0,0,-0.006860374925084314,1.7174459389763315,-0.026905925925245888,-1.0518876273565518,-0.5561449614580697,2.0506576008184476,0
378,1,2,2,6,0,3,2,3,1,3,4,0,0,1.0436345354784387,-0.5726288284366585,-0.739628250454396,-0.45146507955908594,-0.8181747990681216,-0.8925587108399401,1
379,0,2,2,7,0,3,3,3,4,2,2,1,0,0.20323860715562025,-1.093526982499859,0.4863786747048109,0.9746256408193318,-0.0320852862379657,1.3148535229038507,0
380,1,1,2,7,0,4,4,3,2,0,2,0,0,-1.372503758449664,1.2552074869472751,-0.41410697037324173,0.3645795957400947,1.0160340642022423,0.7016834579750199,0
381,0,1,2,5,0,1,2,2,4,2,2,2,2,-0.1119098659654366,0.6897279593381249,2.44826215770438,0.4281783603848437,-1.0802046366781737,-0.15675463292534317,0
382,1,2,2,4,0,3,1,4,2,0,2,0,0,0.41333758923632485,1.093306709333037,-0.30067068448722084,-0.01701299212839926,-1.0802046366781737,-0.15675463292534317,0
383,1,0,2,2,1,2,2,3,1,6,2,1,1,-0.8472563032479026,0.9149812151492387,-0.5746300164383656,0.3493772594543981,1.5400937394223462,1.6827555618611492,0
384,1,1,0,4,0,1,4,1,2,1,2,1,0,-0.9523057942882549,0.9337523198001648,-0.4960223672137474,0.9634679628114811,2.3261832522525023,0.08851339304618913,0
385,1,1,2,6,0,1,2,3,1,1,3,1,1,-0.32200884804614116,0.7695051541045611,-0.8480056282220009,-1.2136739584703868,-0.2941151238480177,-0.8925587108399401,0
386,0,1,0,7,1,4,3,2,4,4,6,1,0,1.4638324996398477,-0.9762075784315707,2.4465109972018513,-0.0910720799055083,-0.2941151238480177,-0.5246566718826416,1
387,0,2,2,6,1,1,4,3,1,1,5,0,0,-1.7927017226110733,-1.3704007761010197,-0.7756243274508178,0.5496575796953181,0.22994455137208628,-0.8925587108399401,1
388,0,1,2,0,0,2,1,3,2,1,3,1,0,0.20323860715562025,1.3091744128186877,0.41477566749030714,-0.8273393574485564,2.588213089862554,-0.769924697854174,0
389,0,1,0,6,1,2,1,3,1,5,2,1,1,-1.5826027405303686,-0.35206834878827625,-0.7423522779027739,-1.3920573356209,0.7540042265921902,2.0506576008184476,0
390,0,0,2,7,0,3,2,3,2,6,5,4,1,-0.32200884804614116,0.53721273404935,-0.04130435672381458,-0.06652518828823675,-1.0802046366781737,-1.0151927238257064,0
391,1,0,2,3,0,4,2,3,4,1,2,1,1,1.8840304638012568,0.8727462296846549,1.22575755355023,1.1510564243184709,1.5400937394223462,1.4374875358896169,0
392,1,1,2,5,0,4,2,3,3,9,6,9,9,0.833535553397734,-0.790842920003675,0.7206450352653069,1.50684688179381,-1.0802046366781737,0.21114740603195528,0
393,1,2,2,4,1,2,3,3,3,1,2,1,1,-0.2169593570057889,0.04447123696253863,0.08964353418749256,-0.1055770613157142,-0.8181747990681216,-0.6472906848684078,0
394,0,1,2,7,0,2,3,2,3,1,2,1,1,-1.372503758449664,0.65922491428037,0.4883244085965094,-0.29874436182662945,-1.0802046366781737,-0.15675463292534317,0
395,0,2,1,6,0,3,1,3,1,1,6,0,0,-1.2674542674093117,1.508617399734778,-0.8053940559938043,1.5605432072065917,-0.5561449614580697,1.8053895748469153,0
396,0,1,2,7,0,5,1,2,2,3,3,3,0,-0.2169593570057889,0.9431378721256279,0.023099435091404833,-0.2737790572840635,1.0160340642022423,-1.0151927238257064,0
397,1,1,2,7,1,2,1,4,3,2,2,2,0,-0.7422068122075504,1.3631413386901006,-0.008421453954110406,-0.03165744451370331,-0.2941151238480177,-0.8925587108399401,0
398,1,0,2,2,1,4,1,2,1,1,3,1,1,-0.006860374925084314,-1.438446030460627,-0.49271461959785995,-1.1154863920013007,-0.8181747990681216,-0.15675463292534317,1
399,0,0,2,7,0,3,3,3,2,1,3,1,1,0.5183870802766771,1.2904033081677617,-0.46002629021732566,-0.3312410990244946,-0.2941151238480177,-1.0151927238257064,0
400,1,2,2,2,0,3,3,3,1,1,0,0,0,-0.8472563032479026,1.4569968619447313,-0.9184411951014856,0.35746657601008985,-0.5561449614580697,-0.4020226588968755,1
401,1,0,0,7,0,5,4,1,2,1,3,1,1,-0.8472563032479026,-0.9198942644787922,-0.27848931812185823,1.6492467473690047,0.7540042265921902,-0.8925587108399401,0
402,0,1,2,4,0,2,3,3,3,1,3,1,0,-1.2674542674093117,0.43397165846925617,0.7737635705086752,0.08814812309559358,2.0641534146424503,-0.27938864591110935,0
403,1,0,1,7,0,3,3,3,3,2,0,2,2,-2.002800704691778,0.9947584099156749,0.5780227410038089,-0.45230190540967474,1.5400937394223462,0.7016834579750199,0
404,1,1,2,2,0,2,3,3,1,3,2,0,0,-0.637157321167198,-0.5397793952975377,-0.8804993842133654,1.45454526613201,-0.5561449614580697,-0.8925587108399401,0
405,0,1,2,7,0,3,3,3,2,1,3,0,0,-0.637157321167198,0.051510401206635935,-0.469754959675818,-0.40292918022493535,-1.0802046366781737,-0.4020226588968755,0
406,0,1,2,6,0,3,1,3,1,1,2,1,1,-1.0573552853286072,0.3119594782382362,-0.6666632295157033,-0.14839465067084126,1.8021235770323982,-1.0151927238257064,0
407,0,1,2,2,0,4,2,3,1,0,5,0,0,2.199178936922314,-0.11508315257033362,-0.5950602223011996,0.45481731662858726,0.7540042265921902,-0.6472906848684078,0
408,0,2,0,4,0,4,4,3,3,8,4,7,0,0.5183870802766771,0.9994511860784064,0.7220070489894957,0.4613724524581995,1.0160340642022423,-0.15675463292534317,0
409,0,1,2,6,0,1,2,3,1,1,3,1,1,-1.1624047763689596,0.9267131555560676,-0.7935250792544437,0.4437991095958347,-1.0802046366781737,-1.0151927238257064,0
410,1,1,2,2,0,2,1,2,2,3,2,2,1,-0.1119098659654366,1.3490630102019059,-0.17303054119180108,1.164724579878088,-0.8181747990681216,-0.5246566718826416,0
411,1,1,2,2,0,2,4,1,2,1,4,1,0,-0.7422068122075504,0.5325199578866184,-0.20007624228640986,0.23849783425138177,0.49197438898213824,-0.27938864591110935,0
412,1,1,2,2,0,3,3,4,2,3,1,2,1,-1.1624047763689596,1.0862675450889399,-0.2286785304943774,0.34240371069949144,1.5400937394223462,0.5790494449892537,0
413,1,1,2,7,0,5,4,2,4,0,4,0,0,0.3082880981959725,0.7718515421859269,2.1787780137041413,-1.1912191314795875,-1.0802046366781737,-1.0151927238257064,0
414,1,1,0,6,0,2,3,3,1,1,3,0,0,-1.4775532494900163,0.0773206701016594,-0.8791373704891764,-1.5573304411121884,-1.0802046366781737,-0.5246566718826416,0
415,1,1,1,7,1,2,1,3,3,1,2,1,1,-0.9523057942882549,-1.5346479417966234,0.599425813812492,1.583974331023078,0.49197438898213824,0.4564154320034876,0
416,1,2,2,6,0,1,4,4,1,6,0,2,2,-0.4270583390864935,-1.3211266263923387,-0.6069291990405602,0.3373827555959586,-0.8181747990681216,-0.6472906848684078,0
417,1,2,2,4,1,4,3,1,5,1,2,1,1,0.41333758923632485,1.5156565639788755,2.0822696126758973,-0.6539769354015761,0.22994455137208628,-0.8925587108399401,0
418,1,2,2,6,0,3,3,3,1,1,4,1,1,1.1486840265187908,0.34715529945872275,-0.718030604256543,-1.3696025086301005,-0.8181747990681216,-1.0151927238257064,0
419,1,1,0,2,0,3,1,3,1,1,3,0,0,0.3082880981959725,-1.2390030435445367,-0.9414008550235275,0.47253013046605025,-0.5561449614580697,2.0506576008184476,0
420,1,1,1,7,0,4,1,4,2,0,0,0,0,-0.637157321167198,0.8962101104983126,-0.359042701238175,1.0556582773513474,-0.8181747990681216,1.3148535229038507,0
421,1,0,2,0,0,3,3,2,2,2,6,2,0,-0.32200884804614116,0.20637201457677665,-0.33919621554285057,-1.6807622540740368,-1.0802046366781737,-0.4020226588968755,0
422,0,1,2,7,1,4,1,3,2,1,3,1,1,-0.4270583390864935,-1.5346479417966234,-0.10492985498235459,0.4888482345525319,-1.0802046366781737,2.29592562678998,0
423,1,0,2,6,1,3,4,3,1,1,2,0,0,-0.9523057942882549,1.1871622325876678,-0.7341801955576402,-0.5732232408197567,-0.5561449614580697,-0.8925587108399401,0
424,0,1,2,7,1,2,2,2,2,1,1,1,1,0.3082880981959725,1.4335329811310735,0.18576278843739705,1.3424106021531104,1.8021235770323982,-0.5246566718826416,0
425,1,2,2,2,0,3,3,3,1,1,2,1,0,-1.8977512136514254,0.01631457998614941,-0.7950816663678024,0.32594613563791164,-0.8181747990681216,-0.4020226588968755,0
426,0,0,2,2,0,2,1,3,1,1,0,0,0,-0.2169593570057889,-0.5022371859956855,-0.9906279224834988,1.7234453061212118,0.49197438898213824,-0.27938864591110935,1
427,1,1,2,4,0,4,2,3,3,8,5,2,2,0.5183870802766771,-1.3187802383109728,-0.5452494346737187,1.7185638219927772,-0.8181747990681216,-0.15675463292534317,0
428,0,1,2,2,0,3,3,3,1,1,3,1,1,-0.2169593570057889,-1.1169908633135168,-0.6549888261655125,1.3143769361583857,-0.8181747990681216,1.6827555618611492,0
429,1,1,0,7,0,4,3,3,2,4,2,2,0,0.9385850444380863,0.5982188241648599,-0.2448281217954747,-0.14588417311907487,1.2780639018122941,2.0506576008184476,0
430,1,2,2,0,0,3,3,4,3,0,5,0,0,-0.1119098659654366,-1.5346479417966234,1.2956094002622052,1.0067039650919025,-0.2941151238480177,-0.769924697854174,1
431,1,2,1,3,1,4,3,3,3,1,3,1,1,1.6739314817205524,-0.7157585013999703,2.11670910255896,1.6993168274292347,-0.0320852862379657,0.824317470960786,0
432,0,1,1,7,0,4,3,2,5,0,2,0,0,-0.006860374925084314,-1.4525243589488217,0.9278656947311941,-0.16554958060791172,1.8021235770323982,-1.0151927238257064,0
433,0,1,2,3,1,5,1,4,4,3,3,2,0,1.0436345354784387,0.18760090992585052,2.021562715254905,-1.7298560373085798,-0.5561449614580697,-0.8925587108399401,0
434,0,1,0,2,0,1,1,4,1,0,2,0,0,-0.8472563032479026,-1.023135340058886,-0.630278005740942,-0.787311187595392,-0.5561449614580697,1.560121548875383,0
435,1,1,0,6,0,4,1,3,1,9,3,0,0,0.833535553397734,-0.9457045333738157,-0.6532376656629839,0.953007639679121,2.0641534146424503,2.418559639775746,0
436,0,2,2,2,0,2,4,2,1,1,2,1,1,-0.2169593570057889,-0.32860446797461856,-0.8441141604386039,1.207402698258117,1.5400937394223462,-0.15675463292534317,1
437,0,1,2,8,0,4,1,3,2,7,3,7,0,0.20323860715562025,-0.16435730227901477,-0.09325545163216377,0.1704359984034925,-0.0320852862379657,-0.8925587108399401,0
438,1,2,1,2,0,4,4,3,1,1,2,0,0,-0.9523057942882549,-0.9668220261061076,-0.8297157296400353,-0.46220434464164223,1.8021235770323982,-0.8925587108399401,0
439,0,2,1,0,0,3,3,3,4,2,5,2,2,1.5688819906802,0.922020379393336,0.4774282988029979,-0.18437816224615977,1.0160340642022423,-0.8925587108399401,0
440,1,0,2,0,0,3,3,3,2,3,3,1,0,0.833535553397734,0.6920743474194907,-0.7655065112139857,-0.7693194318077328,0.22994455137208628,1.3148535229038507,0
441,1,0,1,6,1,4,3,3,1,1,2,0,0,0.3082880981959725,0.0397784607998071,-0.9015133102437088,-1.7298560373085798,1.0160340642022423,-0.5246566718826416,0
442,0,0,2,4,0,4,3,4,2,4,2,4,4,0.9385850444380863,0.9642553648579198,-0.2981412304280128,-0.9711339327747323,-0.8181747990681216,1.3148535229038507,0
443,0,2,1,2,0,4,3,4,2,4,4,2,1,0.833535553397734,0.1054773270780486,-0.3423093897695681,-0.8218999894197292,0.22994455137208628,-0.4020226588968755,0
444,0,0,0,1,0,2,1,3,2,9,5,1,1,0.20323860715562025,0.18994729800721627,-0.41410697037324173,1.172953367408878,-0.8181747990681216,-0.769924697854174,0
445,0,2,2,6,0,1,4,1,2,0,2,0,0,0.833535553397734,-0.9316262048856211,-0.40476744769308903,-1.7298560373085798,-0.2941151238480177,1.8053895748469153,0
446,0,2,0,8,0,3,2,3,1,2,2,2,2,0.7284860623573817,-0.2511736612895482,-0.5956439424687091,1.4870420033298752,-0.8181747990681216,0.08851339304618913,0
447,0,0,2,7,0,3,4,3,2,8,3,0,0,0.5183870802766771,1.358448562527369,-0.5073076237855985,1.3184215944362314,-0.2941151238480177,0.08851339304618913,0
448,0,2,2,2,0,1,1,3,1,1,0,0,0,-1.0573552853286072,-1.1287228037203456,-0.9046264844704264,-0.22329056429853908,-0.8181747990681216,-0.4020226588968755,1
449,0,2,2,7,1,2,4,3,2,2,2,0,0,0.20323860715562025,-0.7509543226204569,-0.45010304736966344,-0.5225952768591341,-0.0320852862379657,1.0695854969323184,0
450,1,2,1,8,0,2,4,3,1,1,3,0,0,-1.2674542674093117,0.4480499869574508,-0.8725218752574017,0.4571883232052555,-1.0802046366781737,-0.5246566718826416,1
451,1,0,2,2,0,4,1,3,2,1,4,1,0,0.9385850444380863,-0.5022371859956855,-0.20474600362648618,1.182437393715551,-0.5561449614580697,-0.27938864591110935,0
452,1,2,1,6,0,2,3,4,1,8,3,0,0,-0.006860374925084314,-1.0724094897675671,-0.9166900345989569,-1.5983349077910398,0.22994455137208628,1.8053895748469153,0
453,1,0,2,2,0,4,2,3,1,1,5,1,0,-0.7422068122075504,1.2176652776454229,-0.571711415600818,-0.9195296719884228,0.7540042265921902,-1.0151927238257064,0
454,0,1,2,8,0,3,3,2,1,1,2,0,0,-0.637157321167198,1.4311865930497079,-1.0587286086929453,0.9337606451155785,-0.5561449614580697,1.6827555618611492,1
455,0,0,2,6,0,1,3,1,1,1,4,1,0,-1.372503758449664,0.2673781046922866,-0.5362990587719058,1.7185638219927772,-0.8181747990681216,-0.15675463292534317,0
456,0,1,0,7,0,2,4,3,3,1,2,1,1,0.20323860715562025,1.1636983517740103,-1.0803262548907984,-1.1159048049265952,-0.5561449614580697,-0.15675463292534317,0
457,0,0,2,2,0,1,3,3,1,1,5,1,0,-1.8977512136514254,-1.4759882397624793,-0.5396068063877931,0.513953010070196,-0.8181747990681216,-0.769924697854174,0
458,1,2,2,6,0,4,4,3,1,1,2,1,1,-0.5321078301268457,-0.11742954065169939,-0.8561777105671344,-0.6721081621643336,-1.0802046366781737,-0.27938864591110935,0
459,1,1,2,6,1,3,4,3,1,1,3,1,1,-0.8472563032479026,-1.093526982499859,-0.6308617259084515,-1.1308281992620954,-0.5561449614580697,1.6827555618611492,0
460,0,2,0,2,0,3,3,4,1,7,2,0,0,0.09818911611526797,-0.9363189810483525,-1.0318774809875064,-1.0555138727091031,2.588213089862554,-0.6472906848684078,1
461,1,1,2,4,1,2,4,3,2,4,5,0,0,-0.637157321167198,-1.3821327165078485,-0.4944657801003886,-1.1446358257968108,-0.0320852862379657,1.0695854969323184,0
462,0,1,2,2,0,1,1,1,1,1,6,0,0,-0.8472563032479026,-0.1479325857094544,-0.8246568215216192,-1.7315296890097576,1.8021235770323982,0.08851339304618913,1
463,0,1,0,3,1,4,2,4,3,3,3,3,3,0.5183870802766771,0.6662640785244672,2.4934031839917843,-1.7315296890097576,-0.2941151238480177,0.7016834579750199,0
464,1,2,2,2,0,4,3,3,1,1,3,1,0,0.41333758923632485,0.8117401395691449,-0.8910063472285371,-1.6470102781002884,1.5400937394223462,-0.15675463292534317,0
465,1,1,2,0,0,3,3,3,2,0,2,0,0,0.09818911611526797,0.025700132311612486,0.4653647486744674,-0.33974882850548077,-0.5561449614580697,1.8053895748469153,0
466,1,2,2,3,0,4,2,3,3,9,2,0,0,0.20323860715562025,-0.3168725275677897,2.1075641532679774,0.9503576911522564,-0.5561449614580697,2.418559639775746,0
467,1,1,2,7,0,4,2,3,2,4,5,2,1,0.7284860623573817,-1.2343102673818052,-0.40107055329886193,-1.5811799778539692,-1.0802046366781737,-0.034120619939577025,0
468,0,0,2,7,0,2,4,3,2,0,4,0,0,-0.1119098659654366,0.11017010324078015,-0.09889807991808933,0.7587245713674207,0.49197438898213824,1.3148535229038507,0
469,1,0,0,2,0,1,3,3,1,1,3,1,0,-0.8472563032479026,1.3607949506087347,-0.8061723495504838,-0.893727541595268,-0.2941151238480177,-0.8925587108399401,0
470,1,2,2,2,0,3,2,4,1,1,3,1,1,-1.5826027405303686,-1.539340717959355,-0.8662955268039665,0.08870600699598613,0.22994455137208628,-0.6472906848684078,1
471,0,2,0,3,0,5,1,3,4,1,3,1,1,1.4638324996398477,1.3725268910155635,1.2673962588325773,-0.9774101266541483,-1.0802046366781737,0.08851339304618913,0
472,0,1,0,0,0,3,4,2,4,2,3,2,2,1.5688819906802,1.0909603212516714,1.3598186186882548,-0.7617879991524336,-1.0802046366781737,-0.15675463292534317,0
473,0,1,2,5,0,3,4,3,2,1,3,1,1,-0.2169593570057889,0.3612336279469174,0.03496841183076551,0.9778334732465889,-0.0320852862379657,0.33378141901772146,0
474,1,2,2,7,0,3,4,3,2,1,2,1,1,-0.637157321167198,-0.3989961104155916,-0.4376503504627932,0.003907654136320801,0.7540042265921902,0.08851339304618913,0
475,0,1,2,7,0,2,1,3,2,1,2,1,0,-0.9523057942882549,-1.3915182688333116,-0.08080275472529355,-0.0642936526866666,-0.8181747990681216,-0.034120619939577025,1
476,1,2,2,7,1,3,1,3,3,2,3,0,0,-0.4270583390864935,1.593087370663946,0.28985955164326527,-1.7315296890097576,-0.2941151238480177,0.5790494449892537,0
477,1,0,0,0,1,2,3,2,2,5,3,5,0,1.0436345354784387,-1.5346479417966234,-0.08080275472529355,1.7234453061212118,-0.8181747990681216,1.3148535229038507,0
478,0,0,0,7,1,4,1,3,3,1,2,1,1,-0.32200884804614116,-1.529955165633892,2.352726623621985,-0.7701562576583215,-0.0320852862379657,-0.4020226588968755,0
479,0,2,2,4,0,2,3,2,3,4,2,4,0,-0.1119098659654366,-0.6617915755285577,0.20385811363019282,1.0595634646540952,-0.0320852862379657,-0.4020226588968755,1
