,Gender,MaritalStatus,Travelling,Vertical,Education,Role,OverTime,Age,Turnover,Qualifications,Satisfaction,Engagement,Level,Daily,Hour,Monthly,MonthlyRate,Work Experience,SalaryHike,Last Rating,TrainingTimesLastYear,Work&Life,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrentManager,DistanceFromHome
233,0,0,1,1,1,6,0,44,0,3,3,3,1,705,65,2430,25565,1,13,3,0,3,1,1,0,1,29
234,1,1,2,1,4,0,1,26,0,3,4,2,2,1244,62,5378,3872,1,19,3,3,2,1,1,0,1,8
235,1,2,2,1,1,2,0,24,0,1,1,2,1,403,90,3879,11149,1,12,3,0,2,1,1,1,1,2
236,1,1,2,1,3,2,0,28,0,3,4,3,1,493,92,2019,16799,1,19,3,6,3,1,0,0,1,1
237,1,1,0,2,4,7,0,48,0,3,3,3,2,685,50,6175,22333,4,15,3,1,3,4,4,4,4,29
238,0,1,0,1,1,2,0,44,0,3,4,2,1,205,61,2919,13452,1,18,3,3,3,1,1,1,1,12
239,0,0,1,2,2,7,0,27,0,4,3,2,2,508,52,6266,2125,0,15,3,2,4,0,0,0,0,7
240,0,0,2,1,1,0,0,51,0,3,3,3,5,363,71,16652,7696,5,12,3,2,4,1,0,0,0,5
241,0,1,2,1,3,6,0,40,1,4,3,3,3,111,88,4493,2227,3,12,3,2,3,3,3,3,3,23
242,0,1,0,2,3,8,0,27,0,2,4,2,1,1200,81,2098,20303,1,14,3,1,3,1,1,0,1,1
243,0,2,2,1,1,6,0,28,0,3,1,3,1,171,86,3906,3155,1,22,4,2,1,1,1,1,1,11
244,0,0,1,1,1,5,0,36,0,2,4,2,4,1161,31,11977,8635,6,20,4,2,3,6,6,4,6,1
245,1,0,2,1,1,6,0,29,0,1,4,2,1,691,69,2770,7306,1,25,4,6,3,1,0,0,0,2
246,0,2,2,1,3,6,0,19,1,2,2,2,1,669,37,3925,23735,0,15,3,0,2,0,0,0,0,5
247,1,1,2,2,2,7,1,40,0,3,2,2,2,1377,54,5508,2740,2,15,3,4,3,2,0,0,0,23
248,0,0,2,1,1,0,1,36,0,2,1,4,2,662,50,6335,19351,4,12,3,2,3,4,2,0,2,6
249,1,2,2,2,2,7,0,28,0,2,3,3,2,831,30,4479,20086,1,13,3,5,3,1,1,0,1,6
250,0,2,2,2,2,7,0,40,0,3,4,3,2,1224,56,6702,12911,1,14,3,2,3,1,1,1,1,4
251,0,2,2,1,1,6,1,51,0,4,2,2,2,990,64,5307,16778,9,20,4,3,2,6,1,0,3,1
252,1,2,0,1,3,5,0,41,0,4,3,2,3,561,73,13856,13564,5,22,4,2,3,5,5,5,5,24
253,1,2,1,1,5,2,1,28,1,1,1,3,1,377,37,2309,15165,1,13,3,2,3,1,1,0,1,7
254,1,0,2,2,3,7,0,36,0,4,1,2,2,505,74,5461,20462,1,15,3,2,3,1,0,0,1,24
255,1,1,2,1,1,3,0,46,0,3,3,1,5,365,81,11839,15825,6,23,4,2,2,5,2,1,2,5
256,0,1,2,1,1,5,0,56,0,1,3,1,5,912,91,18637,23440,5,16,3,2,3,5,5,5,5,2
257,0,2,2,1,4,4,0,38,0,3,3,3,3,269,70,10565,17188,6,16,3,3,1,6,0,0,0,1
258,1,1,0,2,1,3,0,41,0,3,1,3,5,322,56,19777,18524,3,11,3,3,3,3,0,0,0,1
259,1,0,1,2,2,7,0,56,0,4,3,3,4,993,44,10132,6052,3,11,3,6,2,3,3,3,3,26
260,0,2,1,2,3,8,1,24,1,3,1,3,1,481,87,2270,11392,0,11,3,0,3,0,0,0,0,16
261,1,0,0,2,1,7,1,33,0,2,4,3,2,538,83,9220,24468,3,11,3,2,3,3,3,0,3,7
262,0,1,2,1,1,5,0,47,0,4,2,4,4,656,43,14381,24282,1,11,3,5,3,1,1,1,1,6
263,0,2,2,1,4,4,0,27,0,3,4,3,2,790,45,6027,6877,0,20,4,2,3,0,0,0,0,23
264,0,1,0,2,3,1,0,32,0,2,4,3,2,446,99,4288,12019,8,11,3,2,3,1,0,0,0,1
265,0,2,2,1,3,6,0,43,0,3,4,3,1,1393,42,3765,4176,0,12,3,2,2,0,0,0,0,1
266,0,2,2,1,4,6,0,27,0,3,3,3,1,450,97,2601,12584,0,16,3,2,2,0,0,0,0,26
267,1,1,1,2,2,7,0,35,0,4,4,2,2,418,71,5404,8520,8,11,3,2,1,2,2,0,2,5
268,0,0,2,1,1,2,0,18,0,1,2,3,1,1426,85,3389,11357,1,14,3,3,3,0,0,0,1,1
269,0,1,2,1,1,0,0,40,0,1,2,3,2,1267,74,6041,15305,0,13,3,3,3,0,0,0,0,8
270,1,2,2,0,3,5,1,48,0,3,1,3,3,667,67,13737,5255,9,14,3,5,3,5,2,0,3,29
271,0,2,0,1,5,6,0,29,0,3,4,2,1,1452,66,2737,2137,1,20,4,2,3,1,1,0,1,1
272,1,1,0,1,1,4,1,37,0,3,2,3,2,487,90,6884,19010,1,12,3,3,2,1,1,1,1,15
273,0,1,0,1,3,6,0,29,0,1,3,2,1,511,58,2097,15262,0,18,3,3,2,0,0,0,0,1
274,0,1,0,1,3,5,0,43,0,4,3,3,2,865,97,7633,17211,1,14,3,6,3,1,1,0,1,4
275,0,1,2,1,1,2,1,37,0,3,2,2,1,1391,75,5620,19581,3,22,4,1,3,3,3,3,3,6
276,1,1,0,1,1,4,0,29,0,1,3,3,2,495,83,4168,22272,1,13,3,0,3,1,1,1,1,8
277,0,1,1,1,3,0,0,34,0,4,3,2,2,127,57,4233,10035,1,14,3,3,4,1,1,1,1,1
278,0,1,2,1,3,0,0,36,0,4,4,3,3,111,46,19043,24442,7,12,3,4,2,7,7,0,6,18
279,0,0,1,2,1,7,0,45,0,3,4,3,3,513,71,9245,3554,1,25,3,2,2,1,1,1,1,2
280,0,0,2,2,1,7,0,57,0,4,3,4,3,188,93,10825,22414,1,12,3,3,1,1,1,1,1,8
281,0,1,2,1,1,3,0,51,0,3,3,3,5,1495,81,17296,19995,1,14,3,2,3,1,1,1,1,1
282,0,0,1,1,3,0,0,30,0,3,1,3,2,140,40,4665,9134,0,18,3,4,3,0,0,0,0,1
283,1,2,2,2,1,1,0,32,0,4,3,3,2,360,51,4393,13582,7,14,3,2,2,4,0,0,2,1
284,0,0,0,1,3,6,0,31,0,3,3,3,1,628,79,2073,12812,0,12,3,3,3,0,0,0,0,1
285,1,1,1,2,2,7,0,25,0,2,1,2,2,1354,70,4562,23160,1,18,3,5,2,1,1,1,1,7
286,1,2,2,1,1,6,0,48,0,2,2,3,2,964,81,3566,19626,0,12,3,3,2,0,0,0,0,1
287,0,1,2,1,5,2,0,35,0,3,3,3,2,480,37,6092,4471,1,12,3,2,2,1,1,1,1,2
288,1,1,0,1,5,2,0,33,0,3,1,2,3,669,52,3889,12534,9,12,3,3,3,3,2,0,2,4
289,1,1,2,1,1,6,0,31,0,5,3,3,1,1406,34,1118,14676,7,11,3,4,4,1,0,0,0,13
290,0,1,0,0,1,3,1,43,0,3,3,3,4,164,71,18522,14264,1,16,3,2,3,1,1,1,1,1
291,1,2,2,2,5,8,0,26,1,4,1,2,1,448,89,2106,23537,1,12,3,3,1,1,1,0,0,23
292,1,2,0,2,1,7,1,40,1,3,4,3,2,845,63,4547,16391,9,13,3,2,3,3,2,2,2,25
293,1,2,2,1,3,4,0,35,0,3,2,3,2,1331,47,4602,7154,1,18,3,2,3,1,1,1,1,5
294,1,1,0,2,1,8,0,29,1,2,1,2,1,386,42,2830,14710,1,11,3,3,3,1,0,0,0,6
295,1,2,2,2,5,8,0,28,1,3,4,3,1,466,58,2299,17420,1,16,3,2,4,1,1,1,0,7
296,1,1,2,1,1,4,1,35,0,3,3,3,2,1128,96,6476,15990,0,11,3,5,3,0,0,0,0,1
297,1,0,1,1,3,5,0,59,0,3,2,2,2,1193,88,13848,3781,6,14,3,5,4,4,0,0,2,7
298,1,1,2,1,1,2,0,46,0,3,3,3,1,1448,53,3285,2125,0,20,4,2,3,0,0,0,0,5
299,1,1,2,0,1,1,0,29,0,1,4,3,1,797,69,3361,12655,1,18,3,2,3,1,1,1,1,2
300,0,2,0,1,1,5,0,50,0,1,2,2,4,313,83,19496,9644,0,20,4,4,3,0,0,0,0,8
301,1,0,2,1,3,0,0,43,0,3,2,2,3,610,68,9688,25936,2,17,3,2,2,2,2,0,2,3
302,1,2,1,1,3,0,0,30,0,1,2,2,3,111,39,10732,6159,8,12,3,2,3,8,8,3,8,5
303,1,1,2,1,3,6,0,28,1,3,1,3,1,835,34,2051,10251,1,23,4,3,3,1,0,0,0,15
304,0,0,2,1,1,5,1,36,1,3,3,3,5,867,96,19223,18888,1,11,3,3,3,1,1,1,1,2
305,1,1,2,2,5,7,1,42,0,4,4,4,3,702,93,9401,15012,1,12,3,3,3,1,0,0,1,2
306,1,2,1,1,3,6,0,34,0,4,2,3,1,1145,93,2420,15268,0,11,3,6,3,0,0,0,0,4
307,0,0,2,1,1,0,1,34,1,4,4,3,2,348,62,5278,12977,4,14,3,1,2,4,4,0,4,1
308,1,0,2,1,1,4,0,36,0,3,4,3,2,716,81,6464,8489,4,13,3,2,3,4,0,0,4,5
309,0,1,2,1,3,3,1,49,0,3,2,3,4,1264,63,16860,13257,9,14,3,3,3,9,9,5,7,13
310,1,1,2,2,2,7,1,28,1,3,4,2,2,557,30,4068,19093,0,12,3,2,4,0,0,0,0,2
311,1,1,2,2,3,3,0,57,0,4,1,3,4,1315,30,17091,19751,7,13,3,1,3,7,7,1,7,1
312,0,2,2,2,2,7,0,37,1,4,1,2,5,548,33,13961,22695,2,11,3,2,4,2,2,2,0,1
313,1,1,2,1,3,2,0,57,0,2,2,3,1,145,43,2562,22250,4,21,4,5,1,1,1,0,0,1
314,1,1,0,1,1,6,1,26,0,3,4,1,1,147,69,2774,26894,1,19,3,4,3,1,1,0,0,2
315,0,1,2,1,1,5,0,34,0,4,4,3,3,654,96,10467,10074,3,14,3,3,3,3,3,3,3,1
316,1,0,1,1,5,4,1,50,0,4,1,4,2,1495,57,4743,26040,2,11,3,3,4,1,0,0,0,1
317,1,1,2,1,1,6,0,49,0,4,1,2,1,235,36,2386,6168,1,13,3,2,3,1,1,0,0,29
318,0,1,0,0,2,1,0,36,1,4,2,3,1,1189,37,3168,11658,2,18,3,3,3,2,2,2,2,23
319,0,1,2,1,1,4,0,23,0,3,3,3,2,932,61,4238,8570,1,14,3,4,2,1,1,1,1,18
320,1,0,2,2,3,7,0,35,0,1,4,2,2,1023,71,5130,21963,3,12,3,2,3,3,3,1,1,2
321,0,2,2,1,3,6,0,29,0,1,1,4,1,249,93,2320,3158,1,13,3,6,3,1,1,0,1,10
322,0,1,2,1,1,4,0,35,0,3,2,2,2,683,95,5407,5930,1,22,4,3,3,1,1,1,1,20
323,1,2,2,1,3,6,0,29,1,2,3,2,1,862,91,2791,13232,1,12,3,2,2,1,1,1,1,1
324,0,2,2,1,1,0,1,45,1,2,3,3,3,1083,95,8798,16760,1,12,3,2,3,1,1,1,1,2
325,1,2,2,2,1,7,0,34,0,4,4,3,3,1492,31,8471,26897,2,17,3,4,3,2,2,2,2,2
326,1,2,1,2,1,7,1,56,0,2,3,3,3,1392,30,17539,21374,6,14,3,2,2,4,2,0,2,4
327,1,1,2,2,3,7,0,59,0,3,4,3,4,1379,83,19845,3930,0,19,3,2,2,0,0,0,0,3
328,1,0,2,1,1,6,0,40,0,4,4,4,2,1372,73,5300,3521,9,18,3,3,3,7,7,1,2,3
329,1,1,2,1,1,2,1,48,0,4,2,3,2,526,68,4712,24323,1,14,3,3,3,1,1,1,1,4
330,1,1,2,2,1,7,0,48,0,3,1,3,2,822,77,4377,5494,3,14,3,3,2,3,0,0,3,4
331,1,1,1,1,3,2,0,45,0,2,4,3,2,751,44,2407,6138,8,12,3,2,3,3,2,2,2,7
332,0,0,2,2,3,7,0,35,0,3,3,2,3,1336,75,10546,6145,1,14,3,3,3,1,1,1,1,7
333,1,2,2,1,1,0,0,41,0,2,4,3,3,986,90,5291,25690,6,12,3,1,3,5,3,1,2,10
334,1,1,0,0,3,2,0,46,0,2,3,4,1,221,86,2030,16321,1,11,3,4,3,1,0,0,1,24
335,1,2,2,1,1,4,0,27,1,2,4,4,2,1044,81,4140,9628,0,14,3,2,3,0,0,0,0,11
336,0,1,1,1,1,0,0,37,0,3,3,2,2,1326,86,3730,13228,1,21,4,6,3,1,1,0,1,2
337,0,2,0,1,2,0,0,40,0,4,3,1,3,589,53,10494,22314,1,11,3,3,3,1,1,1,1,18
338,0,0,0,1,3,6,1,33,0,4,1,3,1,783,63,2886,18725,8,13,3,0,4,5,3,1,2,9
339,1,2,0,1,3,2,0,27,0,1,3,3,1,991,76,2920,7621,1,23,4,2,4,1,1,1,1,9
340,1,2,2,1,1,4,1,33,0,3,2,2,1,679,62,4502,14765,2,12,3,1,2,1,0,0,0,3
341,0,2,2,1,3,5,0,37,0,1,4,2,3,1319,76,19624,15606,0,19,3,4,3,0,0,0,0,5
342,1,2,2,1,0,6,1,58,0,2,4,3,2,595,59,4959,4903,1,25,4,3,4,0,0,0,0,29
343,1,1,2,1,1,4,0,34,0,3,3,3,3,1325,73,10170,24509,9,13,3,2,3,9,7,1,2,1
344,0,1,2,1,1,2,0,26,0,4,2,3,1,656,31,2823,15131,1,25,4,1,3,1,1,0,1,7
345,0,0,2,1,3,3,0,50,0,1,3,3,4,833,65,19845,11741,1,22,4,3,2,1,1,1,1,10
346,1,0,0,1,3,4,1,40,0,5,2,3,2,345,46,5022,5742,6,12,3,2,3,6,3,0,6,2
347,1,2,2,1,3,2,0,35,0,3,2,3,1,576,68,2336,5910,1,11,3,3,2,1,1,0,1,11
348,1,0,2,2,2,7,1,48,0,4,3,3,2,1338,61,4268,5599,0,12,3,3,3,0,0,0,0,7
349,1,2,0,1,4,0,0,40,0,4,3,3,2,111,43,3340,6402,3,19,3,4,3,3,3,3,3,10
350,1,1,2,1,1,3,0,49,0,2,1,2,4,1168,67,13486,25894,1,12,3,5,1,1,1,1,1,21
351,1,2,2,0,1,4,0,34,1,4,1,3,2,648,37,6624,24919,1,14,3,2,2,1,1,1,0,26
352,1,1,2,1,1,2,0,48,0,3,1,3,1,1381,86,2881,4001,1,13,3,3,4,1,1,0,1,16
353,1,1,2,0,0,7,0,34,0,3,3,4,2,491,47,6123,24890,4,11,3,2,3,1,0,0,0,2
354,1,2,2,1,1,2,0,25,0,3,4,1,1,1370,40,2332,14251,1,12,3,2,2,1,1,1,1,2
355,1,1,1,2,4,7,1,54,0,3,1,3,5,1028,69,19787,18796,0,14,3,1,3,0,0,0,0,1
356,0,0,0,2,5,7,1,27,1,3,3,3,2,320,62,4028,15528,1,17,3,3,4,1,0,0,0,17
357,1,1,2,1,1,6,0,23,0,3,1,3,1,1490,60,2129,26650,1,16,3,3,2,1,1,1,1,7
358,1,1,2,1,3,2,0,25,0,5,4,1,1,949,56,2010,9167,0,20,4,5,2,0,0,0,0,1
359,1,1,0,1,1,6,0,30,0,3,4,2,1,234,74,1545,19838,1,19,3,3,3,1,1,1,1,2
360,0,0,2,1,3,6,0,22,0,3,3,3,1,414,33,4407,6924,1,25,4,2,3,1,0,0,0,1
361,0,2,1,1,3,2,0,21,0,2,4,2,1,1006,30,3565,16670,1,21,4,4,3,1,0,0,0,22
362,0,0,2,1,3,4,1,42,1,4,3,2,3,1414,96,10367,10822,7,12,3,3,3,7,5,5,7,29
363,0,0,2,1,3,6,0,28,0,3,4,3,1,1081,96,2423,24376,4,12,3,2,2,4,2,2,2,1
364,0,1,0,1,3,2,0,34,0,3,3,3,2,744,42,3182,24634,1,13,3,2,4,1,1,1,1,11
365,1,1,2,1,4,2,0,40,0,3,1,3,2,496,84,5870,22246,3,12,3,3,3,3,3,0,2,17
366,0,1,0,1,3,6,0,37,0,3,1,2,1,111,59,2266,3870,0,11,3,0,3,0,0,0,0,11
367,1,2,2,2,0,7,0,46,0,4,1,3,5,620,44,7088,4350,7,12,3,2,2,7,4,0,7,16
368,0,0,2,1,1,2,0,56,0,3,4,2,1,895,53,2309,10025,1,11,3,3,3,1,0,0,0,4
369,0,0,2,2,1,3,0,30,0,4,2,3,3,552,54,13205,9511,4,21,4,5,1,4,4,0,4,1
370,0,0,2,2,2,7,0,43,0,4,3,3,2,1495,78,7468,10587,8,12,3,4,3,7,2,1,7,19
371,0,2,2,2,1,7,0,28,0,3,1,3,2,245,40,6335,4356,1,14,3,6,2,1,1,1,1,24
372,0,2,2,1,3,2,0,25,1,2,1,3,1,808,91,3263,23035,2,12,3,2,3,2,2,2,0,2
373,1,1,2,1,1,2,1,30,1,2,3,2,2,111,44,3328,13342,3,23,4,4,2,3,2,1,2,22
374,0,1,2,2,2,7,1,55,0,2,2,3,3,239,72,17368,9433,7,12,3,3,2,3,2,2,3,1
375,0,1,2,1,3,6,0,50,0,4,4,3,1,419,94,3247,26277,3,12,3,5,3,3,3,3,1,12
376,1,1,2,1,1,3,0,45,0,1,1,4,4,1492,51,19717,2174,4,20,4,2,3,4,4,4,1,18
377,1,1,2,2,2,7,0,37,0,3,4,3,2,1495,48,6614,6998,4,13,3,2,3,0,0,0,0,26
378,1,2,2,1,1,6,0,47,1,3,2,3,1,519,31,2951,11303,3,12,3,4,3,0,0,0,0,2
379,0,2,2,2,2,7,0,39,0,3,3,3,4,297,46,9252,21528,2,15,3,2,4,1,1,0,0,20
380,1,1,2,2,2,7,0,24,0,4,4,3,2,1298,73,4624,17154,0,19,3,2,2,0,0,0,0,15
381,0,1,2,1,1,5,0,36,0,1,2,2,4,1057,43,19335,17610,2,11,3,2,3,2,2,2,2,8
382,1,2,2,1,3,4,0,41,0,3,1,4,2,1229,37,5207,14418,0,11,3,2,3,0,0,0,0,8
383,1,0,2,1,1,2,1,29,0,2,2,3,1,1153,35,3799,17045,6,21,4,2,3,3,1,1,3,23
384,1,1,0,1,3,4,0,28,0,1,4,1,2,1161,94,4203,21448,1,24,4,2,3,1,1,0,1,10
385,1,1,2,1,5,6,0,34,0,1,2,3,1,1091,65,2394,5838,1,14,3,3,3,1,1,1,1,2
386,0,1,0,2,3,7,1,51,1,4,3,2,4,347,90,19326,13887,4,14,3,6,4,1,1,0,0,5
387,0,2,2,1,3,6,1,20,1,1,4,3,1,179,93,2766,18481,1,16,3,5,3,1,0,0,0,2
388,0,1,2,1,1,0,0,39,0,2,1,3,2,1321,64,8884,8608,1,25,4,3,3,1,1,0,1,3
389,0,1,0,1,0,6,1,22,0,2,1,3,1,613,33,2937,4559,5,18,3,2,3,3,1,1,4,26
390,0,0,2,2,3,7,0,34,0,3,2,3,2,992,98,6540,14063,6,11,3,5,3,4,4,1,3,1
391,1,0,2,1,1,3,0,55,0,4,2,3,4,1135,74,13052,22793,1,21,4,2,3,1,1,1,1,21
392,1,1,2,1,3,5,0,45,0,4,2,3,3,426,85,10456,25344,9,11,3,6,4,9,9,9,9,11
393,1,2,2,1,1,4,1,35,0,2,3,3,3,782,81,7213,13783,1,12,3,2,2,1,1,1,1,4
394,0,1,2,2,1,7,0,24,0,2,3,2,3,1044,32,9262,12398,1,11,3,2,3,1,1,1,1,8
395,0,2,1,1,3,6,0,25,0,3,1,3,1,1406,49,2613,25729,1,13,3,6,3,1,0,0,0,24
396,0,1,2,2,2,7,0,35,0,5,1,2,2,1165,69,6871,12577,3,19,3,3,2,3,3,0,2,1
397,1,1,2,2,3,7,1,30,0,2,1,4,3,1344,30,6709,14313,2,14,3,2,3,2,2,0,2,2
398,1,0,2,1,1,2,1,37,1,4,1,2,1,150,71,4220,6542,1,12,3,3,3,1,1,1,1,8
399,0,0,2,2,2,7,0,42,0,3,3,3,2,1313,57,4388,12165,1,14,3,3,4,1,1,1,1,1
400,1,2,2,1,1,2,0,29,1,3,3,3,1,1384,85,2032,17103,1,13,3,0,3,0,0,0,0,6
401,1,0,0,2,1,7,0,29,0,5,4,1,2,371,32,5321,26365,1,18,3,3,3,1,1,1,1,2
402,0,1,2,1,1,4,0,25,0,2,3,3,3,948,91,10729,15172,1,23,4,3,3,1,1,0,1,7
403,1,0,1,2,3,7,0,18,0,3,3,3,3,1187,66,9723,11297,2,21,4,0,2,2,2,2,2,15
404,1,1,2,1,5,2,0,31,0,2,3,3,1,533,54,2227,24969,3,13,3,2,4,1,0,0,0,2
405,0,1,2,2,3,7,0,31,0,3,3,3,2,785,93,4338,11651,1,11,3,3,4,1,0,0,0,6
406,0,1,2,1,1,6,0,27,0,3,1,3,1,896,83,3326,13476,1,22,4,2,3,1,1,1,1,1
407,0,1,2,1,1,2,0,58,0,4,2,3,1,714,86,3694,17801,0,18,3,5,3,0,0,0,0,4
408,0,2,0,1,1,4,0,42,0,4,4,3,3,1189,65,10463,17848,8,19,3,4,4,7,7,0,7,8
409,0,1,2,1,3,6,0,26,0,1,2,3,1,1158,39,2674,17722,1,11,3,3,3,1,1,1,1,1
410,1,1,2,1,1,2,0,36,0,2,1,2,2,1338,83,5863,22891,3,12,3,2,2,3,2,1,2,5
411,1,1,2,1,3,2,0,30,0,2,4,1,2,990,75,5724,16250,1,17,3,4,3,1,1,0,1,7
412,1,1,2,1,1,2,0,26,0,3,3,4,2,1226,69,5577,16995,3,21,4,1,2,3,2,1,0,14
413,1,1,2,2,2,7,0,40,0,5,4,2,4,1092,90,17950,5999,0,11,3,4,2,0,0,0,0,1
414,1,1,0,1,3,6,0,23,0,2,3,3,1,796,37,2234,3374,1,11,3,3,3,1,0,0,0,5
415,1,1,1,2,2,7,1,28,0,2,1,3,3,109,47,9833,25897,1,17,3,2,3,1,1,1,1,13
416,1,2,2,1,3,6,0,33,0,1,4,4,1,200,71,3633,16959,6,12,3,0,3,2,2,2,2,4
417,1,2,2,1,5,4,1,41,0,4,3,1,5,1409,100,17454,9851,1,16,3,2,3,1,1,1,1,2
418,1,2,2,1,5,6,0,48,0,3,3,3,1,911,84,3062,4720,1,12,3,4,2,1,1,1,1,1
419,1,1,0,1,1,2,0,40,0,3,1,3,1,235,79,1914,17928,1,13,3,3,4,1,0,0,1,26
420,1,1,1,2,1,7,0,31,0,4,1,4,2,1145,91,4907,22109,0,12,3,0,3,0,0,0,0,20
421,1,0,2,1,1,0,0,34,0,3,3,2,2,851,69,5009,2489,2,11,3,6,3,2,2,0,2,6
422,0,1,2,2,1,7,1,33,0,4,1,3,2,109,98,6213,18045,1,11,3,3,3,1,1,1,1,28
423,1,0,2,1,1,6,1,28,0,3,4,3,1,1269,92,2979,10430,1,13,3,2,4,1,0,0,0,2
424,0,1,2,2,2,7,1,40,0,2,2,2,2,1374,57,7707,24165,1,22,4,1,2,1,1,1,1,5
425,1,2,2,1,1,2,0,19,0,3,3,3,1,770,50,2666,16877,1,12,3,2,3,1,1,0,1,6
426,0,0,2,1,3,2,0,35,1,2,1,3,1,549,53,1661,26897,1,17,3,0,3,1,0,0,0,7
427,1,1,2,1,3,4,0,42,0,4,2,3,3,201,43,3950,26862,8,12,3,5,3,4,2,2,2,8
428,0,1,2,1,3,2,0,35,0,3,3,3,1,287,40,3386,23964,1,12,3,3,1,1,1,1,1,23
429,1,1,0,2,2,7,0,46,0,4,3,3,2,1018,81,5494,13494,4,20,4,2,3,4,2,0,2,26
430,1,2,2,2,1,0,0,36,1,3,3,4,3,109,73,13411,21758,0,14,3,5,3,0,0,0,0,3
431,1,2,1,1,3,3,1,53,0,4,3,3,3,458,92,17631,26724,1,15,3,3,4,1,1,1,1,16
432,0,1,1,2,1,7,0,37,0,4,3,2,5,144,33,11521,13353,0,22,4,2,3,0,0,0,0,1
433,0,1,2,1,1,3,1,47,0,5,1,4,4,843,66,17142,2137,3,13,3,3,2,3,2,0,2,2
434,0,1,0,1,3,2,0,29,0,1,1,4,1,327,83,3513,8895,0,13,3,2,3,0,0,0,0,22
435,1,1,0,1,3,6,0,45,0,4,1,3,1,360,64,3395,21373,9,23,4,3,3,0,0,0,0,29
436,0,2,2,1,1,2,0,35,1,2,4,2,1,623,58,2414,23197,1,21,4,2,3,1,1,1,1,8
437,0,1,2,2,2,8,0,39,0,4,1,3,2,693,77,6273,15762,7,15,3,3,3,7,7,0,7,2
438,1,2,1,1,3,2,0,28,0,4,4,3,1,351,65,2488,11226,1,22,4,2,3,1,0,0,0,2
439,0,2,1,1,3,0,0,52,0,3,3,3,4,1156,71,9206,13218,2,19,3,5,3,2,2,2,2,2
440,1,0,2,1,1,0,0,45,0,3,3,3,2,1058,67,2818,9024,3,16,3,3,3,2,1,0,2,20
441,1,0,1,1,1,6,1,40,0,4,3,3,1,780,86,2119,2137,1,19,3,2,3,1,0,0,1,5
442,0,0,2,1,3,4,0,46,0,4,3,4,2,1174,46,5220,7577,4,12,3,2,2,4,4,4,4,20
443,0,2,1,1,1,2,0,45,0,4,3,4,2,808,93,4993,8647,4,16,3,4,4,3,2,1,2,6
444,0,0,0,1,3,1,0,39,0,2,1,3,2,844,84,4624,22950,9,12,3,5,3,1,1,1,0,3
445,0,2,2,1,3,6,0,45,0,1,4,1,2,366,44,4672,2137,0,14,3,2,3,0,0,0,0,24
446,0,2,0,2,5,8,0,44,0,3,2,3,1,656,32,3691,25202,2,12,3,2,2,2,2,2,2,10
447,0,0,2,0,1,7,0,42,0,3,4,3,2,1342,69,4145,23993,8,14,3,3,2,3,0,0,2,10
448,0,2,2,1,3,2,0,27,1,1,1,3,1,282,95,2103,12939,1,12,3,0,3,1,0,0,0,6
449,0,2,2,2,3,7,1,39,0,2,4,3,2,443,57,4439,10793,2,15,3,2,4,1,0,0,0,18
450,1,2,1,2,1,8,0,25,1,2,4,3,1,954,70,2268,17818,1,11,3,3,3,1,0,0,1,5
451,1,0,2,1,4,2,0,46,0,4,1,3,2,549,99,5700,23018,1,13,3,4,3,1,1,0,1,7
452,1,2,1,1,1,6,0,37,0,2,3,4,1,306,35,2041,3080,8,16,3,3,3,1,0,0,0,24
453,1,0,2,1,1,2,0,30,0,4,2,3,1,1282,50,3814,7947,1,18,3,5,2,1,1,0,1,1
454,0,1,2,2,2,8,0,31,1,3,3,2,1,1373,31,1311,21235,1,13,3,2,2,1,0,0,0,23
455,0,0,2,1,0,6,0,24,0,1,3,1,1,877,34,3996,26862,1,12,3,4,2,1,1,0,1,8
456,0,1,0,2,5,7,0,39,0,2,4,3,3,1259,84,1200,6539,1,13,3,2,4,1,1,1,1,8
457,0,0,2,1,1,2,0,19,0,1,3,3,1,134,35,3979,18225,1,12,3,5,3,1,1,0,1,3
458,1,2,2,1,1,6,0,32,0,4,4,3,1,713,100,2352,9721,1,11,3,2,2,1,1,1,1,7
459,1,1,2,1,1,6,1,29,0,3,4,3,1,297,71,3510,6432,1,13,3,3,2,1,1,1,1,23
460,0,2,0,2,1,2,0,38,1,3,3,4,1,364,47,1449,6972,7,25,4,2,3,1,0,0,0,4
461,1,1,2,1,1,4,1,31,0,2,4,3,2,174,57,4211,6333,4,15,3,5,3,1,0,0,3,18
462,0,1,2,1,5,2,0,29,1,1,1,1,1,700,45,2514,2125,1,22,4,6,3,1,0,0,0,10
463,0,1,0,2,1,3,1,42,0,4,2,4,3,1047,81,19567,2125,3,14,3,3,3,3,3,3,3,15
464,1,2,2,1,1,2,0,41,0,4,3,3,1,1109,58,2173,2731,1,21,4,3,3,1,1,0,1,8
465,1,1,2,1,1,0,0,38,0,3,3,3,2,774,66,9144,12104,0,13,3,2,3,0,0,0,0,24
466,1,2,2,1,4,3,0,39,0,4,2,3,3,628,38,17584,21354,9,13,3,2,3,5,0,0,0,29
467,1,1,2,2,2,7,0,44,0,4,2,3,2,237,76,4691,3203,4,11,3,5,3,3,2,1,2,9
468,0,0,2,2,3,7,0,36,0,2,4,3,2,810,63,6244,19980,0,17,3,4,3,0,0,0,0,20
